City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
479,Hofn,IS,64.2539,-15.2082,48.36,51,41,8.41,scattered clouds
480,Kabompo,ZM,-13.5927,24.2008,53.96,82,34,5.14,scattered clouds
481,Babino,RU,56.2256,43.6238,30.18,74,0,0.0,clear sky
482,Schoningen,DE,52.138,10.9675,50.05,83,100,4.52,overcast clouds
483,Sisimiut,GL,66.9395,-53.6735,16.7,64,18,8.5,few clouds
484,Aasiaat,GL,68.7098,-52.8699,5.2,95,17,6.76,few clouds
485,Lagoa,PT,39.05,-27.9833,60.37,88,2,6.6,clear sky
486,Iralaya,HN,15.0,-83.2333,79.05,77,99,9.51,overcast clouds
487,Bani Walid,LY,31.7566,13.9942,60.22,74,70,17.27,broken clouds
488,Chilca,PE,-12.5211,-76.7372,65.28,90,74,5.17,broken clouds
489,Vung Tau,VN,10.346,107.0843,82.53,77,99,7.58,overcast clouds
490,Nagua,DO,19.3832,-69.8474,73.92,92,81,6.69,broken clouds
491,Bambous Virieux,MU,-20.3428,57.7575,75.45,88,40,8.05,scattered clouds
492,Lompoc,US,34.6391,-120.4579,62.78,80,0,28.99,clear sky
493,Rudnogorsk,RU,57.2639,103.7519,54.81,81,100,8.43,overcast clouds
494,Bestobe,KZ,52.4994,73.0975,56.17,63,100,13.73,overcast clouds
495,Vilcun,CL,-38.65,-72.2333,34.54,95,12,1.97,few clouds
496,Dunedin,NZ,-45.8742,170.5036,62.8,60,100,6.17,overcast clouds
497,Limerick,IE,52.6647,-8.6231,51.75,93,100,5.66,overcast clouds
498,San Patricio,US,28.017,-97.5169,78.69,85,2,10.27,clear sky
499,Pokrovsk,UA,48.282,37.1758,41.63,71,0,7.65,clear sky
500,Iskateley,RU,67.6803,53.1512,17.08,89,30,10.69,scattered clouds
501,Kavaratti,IN,10.5669,72.642,84.87,74,88,12.37,overcast clouds
502,Najran,SA,17.4924,44.1277,70.45,42,100,4.14,overcast clouds
503,Teguise,ES,29.0605,-13.564,61.02,82,0,14.97,clear sky
504,Urusha,RU,54.05,122.9,48.88,21,8,3.87,clear sky
505,Yuyao,CN,30.05,121.1494,64.76,61,100,6.85,overcast clouds
506,Laguna,US,38.421,-121.4238,71.89,56,0,21.85,clear sky
507,Acarau,BR,-2.8856,-40.12,77.04,86,83,6.53,broken clouds
508,Yenagoa,NG,4.9247,6.2642,76.06,93,59,3.38,broken clouds
509,Hovd,MN,48.0056,91.6419,59.88,16,99,2.13,overcast clouds
510,Pinega,RU,64.7001,43.3936,27.01,86,29,4.79,scattered clouds
511,Cusuna,HN,15.85,-85.2333,76.46,85,39,9.08,scattered clouds
512,Polunochnoye,RU,60.8697,60.4153,36.1,56,57,8.59,broken clouds
513,Sorata,BO,-15.7667,-68.6333,45.66,83,76,1.34,broken clouds
514,Bismarck,US,46.8083,-100.7837,48.04,61,100,23.02,overcast clouds
515,Port-Gentil,GA,-0.7193,8.7815,81.43,78,59,5.95,light rain
516,Teknaf,BD,20.8624,92.3058,86.25,62,31,4.97,scattered clouds
517,Vanavara,RU,60.34,102.2797,39.78,66,100,8.19,overcast clouds
518,Ambilobe,MG,-13.2,49.05,70.36,94,5,2.89,clear sky
519,Coquimbo,CL,-29.9533,-71.3436,55.13,87,0,4.61,clear sky
520,Lahaina,US,20.8783,-156.6825,80.6,85,99,11.45,overcast clouds
521,Barranca,PE,-10.75,-77.7667,65.16,87,67,6.44,broken clouds
522,Nishihara,JP,26.1842,127.7558,69.85,86,100,12.66,mist
523,Gouyave,GD,12.1646,-61.7296,79.57,83,75,16.11,broken clouds
524,Jasper,US,37.2001,-94.3502,60.24,76,0,7.34,clear sky
525,Srednekolymsk,RU,67.45,153.6833,29.93,88,16,5.61,few clouds
526,Ranau,MY,5.9538,116.6641,85.53,56,89,2.1,overcast clouds
527,Tshela,CD,-4.9833,12.9333,72.05,95,100,1.34,overcast clouds
528,Puerto Carreno,CO,6.189,-67.4859,75.04,91,100,1.77,overcast clouds
529,Baker City,US,44.7749,-117.8344,40.71,90,100,3.44,overcast clouds
530,Independencia,BR,-5.3964,-40.3086,73.74,65,77,2.21,broken clouds
531,Asau,RO,46.4333,26.4,42.96,98,80,2.75,broken clouds
532,Tomatlan,MX,19.9333,-105.25,70.72,71,100,1.05,overcast clouds
533,Salinopolis,BR,-0.6136,-47.3561,76.19,91,85,7.16,overcast clouds
534,Vagur,FO,61.4732,-6.8119,45.79,90,82,7.96,broken clouds
535,Woodstock,CA,43.1334,-80.7497,51.66,33,100,1.01,overcast clouds
536,Aklavik,CA,68.2191,-135.0107,35.76,90,97,10.71,overcast clouds
537,Jiwani,PK,25.05,61.7417,85.3,66,97,21.43,overcast clouds
538,Hit,IQ,33.6416,42.8251,74.3,42,1,11.41,clear sky
539,Teguldet,RU,57.3064,88.1667,42.42,68,100,7.74,overcast clouds
540,Walvis Bay,NA,-22.9575,14.5053,55.09,87,0,1.14,clear sky
541,Tanout,NE,14.9709,8.8879,83.46,17,60,2.55,broken clouds
542,Oktyabrskiy,RU,54.4815,53.471,43.3,65,99,5.68,overcast clouds
543,Havoysund,NO,70.9963,24.6622,28.63,75,100,6.06,light snow
544,Opotiki,NZ,-38.0833,177.2833,68.38,65,12,5.46,few clouds
545,Pevek,RU,69.7008,170.3133,13.96,84,83,6.2,broken clouds
546,Karpogory,RU,64.0019,44.4451,28.31,90,98,5.3,overcast clouds
547,San Carlos De Bariloche,AR,-41.1456,-71.3082,33.55,86,40,3.44,scattered clouds
548,Villa Bruzual,VE,9.3328,-69.1208,72.09,94,100,2.26,overcast clouds
549,Cartagena,CO,10.3997,-75.5144,82.02,89,75,2.3,broken clouds
550,Pitimbu,BR,-7.4706,-34.8086,77.59,74,100,11.41,overcast clouds
551,Caceres,ES,39.522,-6.3748,56.91,68,3,4.56,clear sky
552,Saint-Joseph,RE,-21.3667,55.6167,73.78,80,33,3.33,scattered clouds
553,Perth,AU,-31.9333,115.8333,74.66,46,0,4.61,clear sky
554,Kabalo,CD,-6.05,26.9167,67.89,97,93,2.64,light rain
555,Nuuk,GL,64.1835,-51.7216,25.41,74,20,16.11,few clouds
556,Half Moon Bay,US,37.4636,-122.4286,58.8,72,0,25.32,mist
557,Wattegama,LK,6.7989,81.4808,82.51,75,100,2.08,moderate rain
558,Bemidji,US,47.4736,-94.8803,42.89,100,100,4.61,overcast clouds
559,Maloy,NO,61.9353,5.1136,37.13,70,50,1.7,scattered clouds
560,Ngunguru,NZ,-35.6167,174.5,65.14,73,27,6.8,scattered clouds
561,Civitavecchia,IT,42.0933,11.7967,55.38,91,98,6.71,overcast clouds
562,Grand Forks,US,47.9417,-97.4337,40.73,93,100,23.02,overcast clouds
563,Aberdeen,GB,57.1437,-2.0981,47.19,100,100,5.75,overcast clouds
564,Anadyr,RU,64.75,177.4833,30.7,68,40,15.66,scattered clouds
565,Iskele,TR,39.484,26.9278,57.29,72,20,18.41,few clouds
566,Suntar,RU,62.1444,117.6319,38.64,86,100,3.89,overcast clouds
567,Kisangani,CD,0.5167,25.2,69.84,100,100,1.19,light rain
568,Sucua,EC,-2.4667,-78.1667,65.88,92,95,3.33,overcast clouds
569,Uarini,BR,-2.99,-65.1083,71.11,97,25,1.01,scattered clouds
570,Bama,NG,11.5221,13.6856,83.79,48,90,5.93,overcast clouds
571,Eydhafushi,MV,5.1033,73.0708,85.08,74,100,16.62,overcast clouds
572,Ordynskoye,RU,54.3656,81.8994,52.5,73,100,14.32,overcast clouds
573,Storsteinnes,NO,69.2408,19.2344,31.37,94,100,4.7,overcast clouds
574,Alihe,CN,50.5667,123.7167,48.96,26,52,5.1,broken clouds
575,Turukhansk,RU,65.8167,87.9833,24.73,85,99,16.35,overcast clouds
576,Sechura,PE,-5.5569,-80.8222,68.65,79,25,15.32,scattered clouds
577,Souillac,MU,-20.5167,57.5167,75.58,88,40,8.05,scattered clouds
578,Kiama,AU,-34.6833,150.8667,67.48,49,4,3.65,clear sky
579,Puerto Escondido,MX,15.85,-97.0667,83.23,74,75,3.44,broken clouds
580,Arman,RU,59.7,150.1667,48.02,61,8,3.89,clear sky
581,Okhotsk,RU,59.3833,143.3,39.6,74,18,8.1,few clouds
582,Guaruja,BR,-23.9931,-46.2564,73.89,26,79,4.27,broken clouds
583,Kampot,KH,10.6167,104.1833,80.65,66,72,5.14,broken clouds
584,Nikki,BJ,9.9401,3.2108,75.78,71,46,4.38,scattered clouds
585,Klaksvik,FO,62.2266,-6.589,45.52,79,96,5.41,overcast clouds
586,Iracoubo,GF,5.4802,-53.2011,78.57,84,44,10.33,scattered clouds
587,El Alto,PE,-4.2714,-81.2147,66.96,82,73,13.11,broken clouds
588,Ovre Ardal,NO,61.3167,7.8,26.02,92,14,3.36,few clouds
589,Altay,CN,47.8667,88.1167,63.39,29,99,4.63,overcast clouds
590,Paka,MY,4.6374,103.4368,86.11,70,28,5.48,scattered clouds
591,Namatanai,PG,-3.6667,152.4333,84.04,70,100,3.6,light rain
592,Carutapera,BR,-1.195,-46.02,74.91,94,76,3.31,broken clouds
593,Sulangan,PH,11.1373,123.7228,82.67,71,100,7.56,overcast clouds
594,Nioro,GM,13.35,-15.75,77.58,43,72,3.76,broken clouds
595,Puerto Del Rosario,ES,28.5004,-13.8627,64.15,82,0,11.5,clear sky
596,Berlevag,NO,70.8578,29.0864,24.6,65,100,19.62,light snow
597,Bandarbeyla,SO,9.4942,50.8122,82.76,77,85,2.86,overcast clouds
598,Shache,CN,38.4167,77.2406,67.08,10,10,3.53,clear sky
599,Saint-Leu,RE,-21.15,55.2833,74.26,78,5,4.65,clear sky
600,Les Cayes,HT,18.2,-73.75,75.11,85,47,2.62,scattered clouds
601,Tirano,IT,46.2154,10.1679,48.31,99,99,6.26,overcast clouds
602,Kimbe,PG,-5.5502,150.1429,85.98,69,97,5.37,light rain
603,Sioux Lookout,CA,50.1001,-91.917,44.67,45,100,6.91,light rain
604,Senno,RU,59.5336,33.9167,31.26,74,75,6.06,light snow
605,Shawville,CA,45.6001,-76.4827,43.83,66,58,6.06,broken clouds
606,Pozo Colorado,PY,-23.4923,-58.7972,70.48,83,3,1.95,clear sky
607,Asyut,EG,27.181,31.1837,68.18,40,0,7.25,clear sky
608,Cuajinicuilapa,MX,16.4667,-98.4167,78.91,71,16,3.06,few clouds
609,Emerald,AU,-23.5333,148.1667,81.34,50,24,6.91,few clouds
610,Rakovnik,CZ,50.1037,13.7334,46.85,76,99,2.17,overcast clouds
611,Banjar,ID,-8.19,114.9675,89.6,61,100,5.61,overcast clouds
612,San Jose,US,37.3394,-121.895,62.47,66,20,13.8,few clouds
613,Taksimo,RU,56.3444,114.8794,48.96,67,96,0.98,overcast clouds
614,Wajir,KE,1.7471,40.0573,76.33,84,100,10.56,light rain
615,Pandan,PH,14.0453,124.1694,85.53,65,87,8.68,overcast clouds
616,Tamandare,BR,-8.7597,-35.1047,76.41,81,99,7.99,overcast clouds
617,Ekhabi,RU,53.5102,142.9671,33.49,96,100,5.12,overcast clouds
618,Chernyshevskiy,RU,63.0128,112.4714,29.3,71,86,6.87,overcast clouds
619,San Cristobal,VE,7.7669,-72.225,73.58,97,100,3.11,overcast clouds
620,Suhbaatar,MN,50.2314,106.2078,66.07,30,20,5.03,few clouds
621,Manama,BH,26.2154,50.5832,80.35,57,0,1.14,clear sky
622,Hervey Bay,AU,-25.2986,152.8535,77.02,75,42,8.99,scattered clouds
623,Kaoma,ZM,-14.7833,24.8,54.12,77,6,4.7,clear sky
624,Devils Lake,US,48.1128,-98.8651,37.51,92,100,26.46,moderate rain
625,Christchurch,NZ,-43.5333,172.6333,73.6,44,70,11.5,broken clouds
626,Quang Ngai,VN,15.1167,108.8,84.81,71,100,5.21,overcast clouds
627,Balaipungut,ID,1.05,101.2833,86.14,62,92,3.87,overcast clouds
628,Humaita,BR,-7.5061,-63.0208,74.21,97,82,0.94,broken clouds
629,Ngorongoro,TZ,-3.2397,35.4875,52.77,98,95,4.79,overcast clouds
630,Coahuayana,MX,18.7333,-103.6833,70.88,77,78,1.3,broken clouds
631,Harper,LR,4.375,-7.7169,79.41,84,98,5.99,overcast clouds
632,Riberalta,BO,-10.9833,-66.1,75.87,77,85,1.57,overcast clouds
633,Berbera,SO,10.4396,45.0143,83.88,79,90,5.35,overcast clouds
634,Kattivakkam,IN,13.2167,80.3167,87.89,89,21,15.48,few clouds
635,San Joaquin,US,37.9333,-121.3011,68.25,48,0,21.85,clear sky
636,Khandyga,RU,62.6667,135.6,40.33,65,68,4.0,broken clouds
637,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,70.88,51,30,4.32,scattered clouds
638,Mpanda,TZ,-6.3655,31.0409,62.1,98,71,0.87,broken clouds
639,Bacungan,PH,9.9106,118.7022,87.85,70,40,6.91,scattered clouds
640,Charters Towers,AU,-20.1,146.2667,83.95,35,2,14.92,clear sky
641,Vigrestad,NO,58.5667,5.7,40.59,84,0,9.26,clear sky
642,Morondava,MG,-20.2833,44.2833,70.02,78,1,10.13,clear sky
643,Pavilosta,LV,56.8879,21.1859,46.31,72,99,5.5,overcast clouds
644,Gat,IL,31.61,34.7642,65.39,100,81,11.54,broken clouds
645,Lieksa,FI,63.3167,30.0167,26.37,93,89,1.14,overcast clouds
646,Atar,MR,20.5169,-13.0499,78.26,17,90,5.64,overcast clouds
647,Denpasar,ID,-8.65,115.2167,85.71,84,20,9.22,few clouds
648,Salou,ES,41.0766,1.1416,60.24,78,0,0.0,clear sky
649,Zemio,CF,5.0314,25.1361,68.49,98,98,2.68,overcast clouds
650,Akyab,MM,20.15,92.9,85.44,66,14,1.86,few clouds
651,Lakki Marwat,PK,32.6079,70.9114,95.92,13,0,1.5,clear sky
652,Champerico,GT,14.3,-91.9167,84.33,67,100,4.99,overcast clouds
653,Saryozek,KZ,44.3583,77.9753,71.76,24,13,11.45,few clouds
654,Cairns,AU,-16.9167,145.7667,80.06,89,100,11.5,overcast clouds
655,Eureka,US,40.8021,-124.1637,55.74,80,91,3.0,overcast clouds
656,Amboise,FR,47.4125,0.9827,46.94,79,0,9.22,clear sky
657,Karratha,AU,-20.7377,116.8463,85.5,42,86,14.25,overcast clouds
658,Maramag,PH,7.8167,124.95,82.6,64,78,4.18,broken clouds
659,Hammerfest,NO,70.6634,23.6821,30.65,64,40,2.3,light snow
660,Manakara,MG,-22.1333,48.0167,68.2,90,15,4.88,few clouds
661,Tateyama,JP,34.9833,139.8667,62.28,74,100,19.69,overcast clouds
662,Tsabong,BW,-26.0217,22.401,55.87,34,0,7.94,clear sky
663,Pemangkat,ID,1.1667,108.9667,86.29,66,55,4.85,broken clouds
664,Svetlogorsk,BY,52.6333,29.7333,37.53,69,73,4.76,broken clouds
665,Hohhot,CN,40.8106,111.6522,59.29,20,0,6.71,clear sky
666,Lodja,CD,-3.4833,23.4333,68.59,96,67,0.98,broken clouds
667,Noumea,NC,-22.2763,166.4572,82.38,99,68,13.94,broken clouds
668,Neuquen,AR,-38.9516,-68.0591,48.09,66,0,0.0,clear sky
669,Ewa Beach,US,21.3156,-158.0072,82.35,60,0,17.27,clear sky
670,Trairi,BR,-3.2778,-39.2689,75.78,91,83,5.79,broken clouds
671,Menongue,AO,-14.6585,17.691,56.17,68,14,4.76,few clouds
672,Monchegorsk,RU,67.9397,32.8739,20.34,87,83,3.04,broken clouds
673,Honningsvag,NO,70.9821,25.9704,28.15,93,100,6.91,snow
674,Grand Gaube,MU,-20.0064,57.6608,75.6,86,10,1.99,clear sky
675,Yankton,US,42.8711,-97.3973,43.05,87,100,31.07,overcast clouds
676,Reyes,BO,-14.3167,-67.3833,71.51,90,19,2.06,few clouds
677,Karla,EE,59.3723,24.9275,39.16,75,0,9.22,light rain
678,Amberieu-En-Bugey,FR,45.9589,5.3432,48.18,96,9,3.2,clear sky
679,Camacha,PT,33.0833,-16.3333,60.22,82,40,10.36,scattered clouds
680,Mago,RU,53.2514,140.1822,36.52,77,100,2.98,overcast clouds
681,Portland,US,45.5234,-122.6762,54.88,85,20,9.22,few clouds
682,Omsukchan,RU,62.5333,155.8,29.8,90,17,3.0,few clouds
683,Chiredzi,ZW,-21.05,31.6667,62.58,94,12,6.06,few clouds
684,Jumla,NP,29.2747,82.1838,63.5,45,35,5.23,scattered clouds
685,Pacific Grove,US,36.6177,-121.9166,64.35,87,40,8.05,scattered clouds
686,Mogocha,RU,53.7333,119.7667,51.4,29,77,3.06,broken clouds
687,Leningradskiy,RU,69.3833,178.4167,16.68,82,66,4.27,broken clouds
688,Westport,US,41.1415,-73.3579,52.32,56,0,9.22,clear sky
689,Kamakwie,SL,9.5,-12.2333,75.51,85,68,2.57,broken clouds
690,Port Keats,AU,-14.25,129.55,92.77,44,75,7.29,broken clouds
691,Qaqortoq,GL,60.7167,-46.0333,32.4,92,33,7.23,scattered clouds
692,Brae,GB,60.3964,-1.353,44.65,79,96,10.94,overcast clouds
693,Corlu,TR,41.1592,27.8,49.98,93,75,10.36,broken clouds
694,Waiouru,NZ,-39.4833,175.6667,59.86,47,8,4.61,clear sky
695,Kondinskoye,RU,59.6481,67.41,39.25,48,15,8.9,few clouds
696,Oranjemund,NA,-28.55,16.4333,55.11,73,0,8.34,clear sky
697,Zdolbuniv,UA,50.5206,26.2425,46.99,68,100,5.28,overcast clouds
698,Mananjary,MG,-21.2167,48.3333,69.51,87,37,5.77,scattered clouds
699,Waddan,LY,29.1614,16.139,76.44,17,96,18.5,overcast clouds
700,Wanaka,NZ,-44.7,169.15,57.25,74,100,7.14,overcast clouds
701,Kirakira,SB,-10.4544,161.9205,83.08,77,100,5.26,light rain
702,Kontagora,NG,10.3999,5.4695,81.46,52,91,4.5,overcast clouds
703,Brighton,GB,50.8284,-0.1395,50.41,86,100,1.99,overcast clouds
704,Chekhov,RU,55.1431,37.4711,30.09,71,14,3.49,few clouds
705,Wairoa,NZ,-39.0333,177.3667,68.56,62,3,3.0,clear sky
706,High Prairie,CA,55.4334,-116.4858,40.08,83,90,5.97,overcast clouds
707,Bowen,AU,-20.0167,148.2333,77.9,75,12,17.18,few clouds
708,Surt,LY,31.2089,16.5887,65.25,71,27,19.93,scattered clouds
709,Arari,BR,-3.4536,-44.78,73.06,97,100,2.93,overcast clouds
710,Jishou,CN,28.3167,109.7167,65.64,66,99,3.6,overcast clouds
711,Yen Bai,VN,21.7,104.8667,70.84,94,100,2.17,overcast clouds
712,Kirillov,RU,59.863,38.3813,32.58,65,99,7.78,overcast clouds
713,Bagdarin,RU,54.4333,113.6,54.68,50,83,2.68,broken clouds
714,Dingle,PH,10.9995,122.6711,87.66,61,100,11.16,overcast clouds
715,Naze,JP,28.3667,129.4833,67.12,66,100,12.44,light rain
716,Moose Factory,CA,51.2585,-80.6094,35.6,64,0,8.05,clear sky
717,Chokwe,MZ,-24.5333,32.9833,66.0,87,32,11.34,scattered clouds
718,Lexington,US,37.9887,-84.4777,73.4,56,40,10.36,scattered clouds
719,Astana,KZ,51.1801,71.446,51.75,76,0,8.95,clear sky
